lat,lon,ele,time,segment_distance_km,distance_km_cum,segment_time_s,elev_delta_m,elev_gain_pos_m,elev_gain_pos_cum_m,slope_percent
3.4215640369802713,-76.53843535110354,963.07,2025-04-08 21:25:53+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4218335151672363,-76.53838539496064,963.24,2025-04-08 21:25:53.009000+00:00,0.030311,0.030311,0.01,0.17,0.17,0.17,0.56
3.4221029095351696,-76.53833543881774,963.54,2025-04-08 21:25:53.027000+00:00,0.030302,0.060613,0.02,0.3,0.3,0.47,0.99
3.422376913949847,-76.53828464448452,964.11,2025-04-08 21:25:53.054000+00:00,0.03082,0.091433,0.03,0.57,0.57,1.04,1.85
3.4226795844733715,-76.53823426924646,964.6,2025-04-08 21:25:53.092000+00:00,0.033934,0.125367,0.04,0.49,0.49,1.53,1.44
3.422985691577196,-76.53818339109421,964.85,2025-04-08 21:25:53.140000+00:00,0.034318,0.159685,0.05,0.25,0.25,1.78,0.73
3.4232299402356148,-76.53816780075431,964.86,2025-04-08 21:25:53.196000+00:00,0.027064,0.186749,0.06,0.01,0.01,1.79,0.04
3.4234741888940334,-76.53815212659538,965.05,2025-04-08 21:25:53.260000+00:00,0.027065,0.213813,0.06,0.19,0.19,1.98,0.7
3.4237227961421013,-76.53813620097935,965.33,2025-04-08 21:25:53.332000+00:00,0.027547,0.241361,0.07,0.28,0.28,2.26,1.02
3.423965787515044,-76.53812555596232,965.47,2025-04-08 21:25:53.412000+00:00,0.026896,0.268256,0.08,0.14,0.14,2.4,0.52
3.4242590703070164,-76.53810183517635,965.08,2025-04-08 21:25:53.502000+00:00,0.032538,0.300794,0.09,-0.39,0.0,2.4,-1.2
3.424493931233883,-76.53805699199438,964.43,2025-04-08 21:25:53.600000+00:00,0.026444,0.327238,0.1,-0.65,0.0,2.4,-2.46
3.4247137047350407,-76.5379917807877,963.95,2025-04-08 21:25:53.706000+00:00,0.02536,0.352598,0.11,-0.48,0.0,2.4,-1.89
3.4249334782361984,-76.53792665340006,963.92,2025-04-08 21:25:53.819000+00:00,0.025357,0.377955,0.11,-0.03,0.0,2.4,-0.12
3.4251566883176565,-76.53786043636501,963.89,2025-04-08 21:25:53.940000+00:00,0.025756,0.40371,0.12,-0.03,0.0,2.4,-0.12
3.4253664035350084,-76.53779899701476,963.91,2025-04-08 21:25:54.068000+00:00,0.024174,0.427884,0.13,0.02,0.02,2.42,0.08
3.4255094826221466,-76.53774778358638,963.97,2025-04-08 21:25:54.201000+00:00,0.016814,0.444698,0.13,0.06,0.06,2.48,0.36
3.4257421642541885,-76.53767536394298,963.92,2025-04-08 21:25:54.342000+00:00,0.026959,0.471657,0.14,-0.05,0.0,2.48,-0.19
3.4259769413620234,-76.53759095817804,963.8,2025-04-08 21:25:54.492000+00:00,0.027604,0.49926,0.15,-0.12,0.0,2.48,-0.43
3.4259939566254616,-76.53758299537003,963.77,2025-04-08 21:25:54.642000+00:00,0.002079,0.50134,0.15,-0.03,0.0,2.48,-1.44
3.426171485334635,-76.53749775141478,963.7,2025-04-08 21:25:54.799000+00:00,0.021797,0.523136,0.16,-0.07,0.0,2.48,-0.32
3.4263829607516527,-76.53737093321979,963.74,2025-04-08 21:25:54.964000+00:00,0.027303,0.550439,0.17,0.04,0.04,2.52,0.15
3.4265261236578226,-76.5373273473233,963.83,2025-04-08 21:25:55.134000+00:00,0.016555,0.566994,0.17,0.09,0.09,2.61,0.54
3.4266892354935408,-76.53727646917105,963.92,2025-04-08 21:25:55.310000+00:00,0.018902,0.585896,0.18,0.09,0.09,2.7,0.48
3.426930047571659,-76.53720413334668,964.13,2025-04-08 21:25:55.494000+00:00,0.027815,0.613711,0.18,0.21,0.21,2.91,0.75
3.4271924011409283,-76.53710816055536,964.26,2025-04-08 21:25:55.687000+00:00,0.030909,0.64462,0.19,0.13,0.13,3.04,0.42
3.427261970937252,-76.5370699390769,964.33,2025-04-08 21:25:55.883000+00:00,0.008787,0.653407,0.2,0.07,0.07,3.11,0.8
3.4274685010313988,-76.53701327741146,964.31,2025-04-08 21:25:56.086000+00:00,0.02369,0.677097,0.2,-0.02,0.0,3.11,-0.08
3.4276750311255455,-76.53695653192699,964.3,2025-04-08 21:25:56.296000+00:00,0.023692,0.70079,0.21,-0.01,0.0,3.11,-0.04
3.4278849977999926,-76.5368989482522,964.28,2025-04-08 21:25:56.513000+00:00,0.024083,0.724873,0.22,-0.02,0.0,3.11,-0.08
3.4281625226140022,-76.53681336902082,964.21,2025-04-08 21:25:56.740000+00:00,0.032128,0.757001,0.23,-0.07,0.0,3.11,-0.22
3.428442981094122,-76.53672695159912,964.2,2025-04-08 21:25:56.977000+00:00,0.032465,0.789466,0.24,-0.01,0.0,3.11,-0.03
3.4286135528236628,-76.53667372651398,964.26,2025-04-08 21:25:57.220000+00:00,0.019767,0.809233,0.24,0.06,0.06,3.17,0.3
3.4287859685719013,-76.53661999851465,964.53,2025-04-08 21:25:57.469000+00:00,0.019978,0.829212,0.25,0.27,0.27,3.44,1.35
3.428956540301442,-76.53656627051532,964.88,2025-04-08 21:25:57.724000+00:00,0.019784,0.848995,0.26,0.35,0.35,3.79,1.77
3.4291289560496807,-76.53651195578277,965.27,2025-04-08 21:25:57.985000+00:00,0.019998,0.868993,0.26,0.39,0.39,4.18,1.95
3.4293009527027607,-76.5364689566195,965.5,2025-04-08 21:25:58.252000+00:00,0.01961,0.888603,0.27,0.23,0.23,4.41,1.17
3.429546123370528,-76.53639586642385,965.71,2025-04-08 21:25:58.527000+00:00,0.028301,0.916904,0.28,0.21,0.21,4.62,0.74
3.4297939762473106,-76.53632193803787,965.92,2025-04-08 21:25:58.811000+00:00,0.028612,0.945516,0.28,0.21,0.21,4.83,0.73
3.4298299346119165,-76.53631095774472,966.14,2025-04-08 21:25:59.096000+00:00,0.004159,0.949676,0.28,0.22,0.22,5.05,5.29
3.42994493432343,-76.53627592138946,966.4,2025-04-08 21:25:59.385000+00:00,0.013299,0.962975,0.29,0.26,0.26,5.31,1.96
3.4302219562232494,-76.5361909288913,966.62,2025-04-08 21:25:59.684000+00:00,0.032055,0.99503,0.3,0.22,0.22,5.53,0.69
3.4303267300128937,-76.53615865856409,966.75,2025-04-08 21:25:59.986000+00:00,0.012128,1.007158,0.3,0.13,0.13,5.66,1.07
3.4305019956082106,-76.53610493056476,966.94,2025-04-08 21:26:00.596000+00:00,0.020279,1.027437,0.61,0.19,0.19,5.85,0.94
3.4307182487100363,-76.5360444970429,967.11,2025-04-08 21:26:00.912000+00:00,0.024838,1.052275,0.32,0.17,0.17,6.02,0.68
3.4309345856308937,-76.53598406352103,967.28,2025-04-08 21:26:01.235000+00:00,0.024847,1.077122,0.32,0.17,0.17,6.19,0.68
3.4311543591320515,-76.53592262417078,967.46,2025-04-08 21:26:01.566000+00:00,0.025243,1.102365,0.33,0.18,0.18,6.37,0.71
3.431203728541732,-76.535923210904,967.57,2025-04-08 21:26:01.898000+00:00,0.00546,1.107825,0.33,0.11,0.11,6.48,2.01
3.431256115436554,-76.5359422378242,967.67,2025-04-08 21:26:02.232000+00:00,0.006167,1.113991,0.33,0.1,0.1,6.58,1.62
3.431297354400158,-76.53600761666894,967.74,2025-04-08 21:26:02.569000+00:00,0.008578,1.122569,0.34,0.07,0.07,6.65,0.82
3.4313316363841295,-76.53611917980015,967.8,2025-04-08 21:26:02.910000+00:00,0.012964,1.135533,0.34,0.06,0.06,6.71,0.46
3.4314253460615873,-76.53640902601182,967.77,2025-04-08 21:26:03.261000+00:00,0.033834,1.169367,0.35,-0.03,0.0,6.71,-0.09
3.431519055739045,-76.53669870458543,967.9,2025-04-08 21:26:03.622000+00:00,0.033816,1.203183,0.36,0.13,0.13,6.84,0.38
3.4315910562872887,-76.53695661574602,967.98,2025-04-08 21:26:03.992000+00:00,0.029745,1.232928,0.37,0.08,0.08,6.92,0.27
3.431663140654564,-76.53721452690661,967.81,2025-04-08 21:26:04.371000+00:00,0.029747,1.262675,0.38,-0.17,0.0,6.92,-0.57
3.4317350573837757,-76.5374721866101,968.07,2025-04-08 21:26:04.759000+00:00,0.029715,1.29239,0.39,0.26,0.26,7.18,0.87
3.4317555092275143,-76.5375065524131,968.28,2025-04-08 21:26:05.148000+00:00,0.004438,1.296828,0.39,0.21,0.21,7.39,4.73
3.4318008553236723,-76.53751032426953,968.56,2025-04-08 21:26:05.539000+00:00,0.005032,1.30186,0.39,0.28,0.28,7.67,5.56
3.43202599324286,-76.53750412166119,969.02,2025-04-08 21:26:05.937000+00:00,0.024905,1.326765,0.4,0.46,0.46,8.13,1.85
